test	gender_pair	source	target	baseline	A	B	C	D	E	F	G	H	I	J	K	L	M	N	O	P	Q
EH2_014	SF1_TF2	4:MOS	5:MOS	1:MOS	2:MOS	1:MOS	1:MOS	1:MOS	2:MOS	2:MOS	1:MOS	2:MOS	1:MOS	4:MOS	4:MOS	3:MOS	2:MOS	3:MOS	1:MOS	3:MOS	3:MOS
EH2_049	SF1_TF2	4:MOS	4:MOS	1:MOS	3:MOS	2:MOS	2:MOS	2:MOS	3:MOS	3:MOS	2:MOS	2:MOS	1:MOS	2:MOS	1:MOS	2:MOS	2:MOS	4:MOS	4:MOS	1:MOS	2:MOS
EH2_007	SF1_TF2	5:MOS	5:MOS	2:MOS	2:MOS	3:MOS	1:MOS	1:MOS	3:MOS	3:MOS	3:MOS	2:MOS	1:MOS	4:MOS	4:MOS	4:MOS	2:MOS	4:MOS	4:MOS	3:MOS	4:MOS
EH2_068	SF1_TF2	5:MOS	5:MOS	2:MOS	4:MOS	3:MOS	1:MOS	2:MOS	4:MOS	4:MOS	3:MOS	4:MOS	2:MOS	4:MOS	4:MOS	3:MOS	3:MOS	5:MOS	5:MOS	3:MOS	3:MOS
EH2_089	SF1_TF2	4:MOS	5:MOS	1:MOS	2:MOS	3:MOS	1:MOS	2:MOS	2:MOS	2:MOS	4:MOS	2:MOS	1:MOS	2:MOS	5:MOS	4:MOS	2:MOS	4:MOS	3:MOS	4:MOS	4:MOS
EH2_005	SF1_TF2	5:MOS	5:MOS	1:MOS	1:MOS	1:MOS	1:MOS	1:MOS	1:MOS	1:MOS	2:MOS	3:MOS	1:MOS	2:MOS	4:MOS	2:MOS	1:MOS	3:MOS	1:MOS	2:MOS	4:MOS
EH2_098	SF1_TF2	3:MOS	3:MOS	1:MOS	4:MOS	2:MOS	1:MOS	1:MOS	3:MOS	2:MOS	3:MOS	4:MOS	1:MOS	2:MOS	3:MOS	3:MOS	1:MOS	4:MOS	1:MOS	3:MOS	1:MOS
EH2_065	SF1_TF2	4:MOS	4:MOS	1:MOS	1:MOS	3:MOS	1:MOS	1:MOS	2:MOS	2:MOS	3:MOS	2:MOS	1:MOS	2:MOS	3:MOS	1:MOS	1:MOS	4:MOS	3:MOS	3:MOS	2:MOS
EH2_061	SF1_TF2	3:MOS	4:MOS	2:MOS	2:MOS	1:MOS	1:MOS	2:MOS	1:MOS	1:MOS	2:MOS	1:MOS	1:MOS	2:MOS	2:MOS	1:MOS	1:MOS	3:MOS	1:MOS	2:MOS	2:MOS
EH2_045	SF1_TF2	5:MOS	5:MOS	1:MOS	3:MOS	3:MOS	1:MOS	1:MOS	1:MOS	2:MOS	4:MOS	3:MOS	1:MOS	4:MOS	4:MOS	4:MOS	2:MOS	5:MOS	2:MOS	3:MOS	3:MOS
EH2_033	SF1_TF2	5:MOS	3:MOS	1:MOS	2:MOS	2:MOS	1:MOS	2:MOS	2:MOS	2:MOS	4:MOS	2:MOS	1:MOS	4:MOS	5:MOS	3:MOS	1:MOS	5:MOS	2:MOS	3:MOS	4:MOS
EH2_011	SF1_TF2	4:MOS	5:MOS	3:MOS	3:MOS	2:MOS	2:MOS	1:MOS	4:MOS	4:MOS	3:MOS	4:MOS	3:MOS	4:MOS	4:MOS	4:MOS	3:MOS	4:MOS	3:MOS	4:MOS	4:MOS
EH2_013	SF1_TF2	3:MOS	4:MOS	1:MOS	2:MOS	2:MOS	1:MOS	2:MOS	2:MOS	2:MOS	2:MOS	1:MOS	2:MOS	2:MOS	3:MOS	3:MOS	2:MOS	4:MOS	2:MOS	2:MOS	2:MOS
EH2_087	SF1_TF2	5:MOS	5:MOS	2:MOS	3:MOS	3:MOS	1:MOS	2:MOS	3:MOS	3:MOS	3:MOS	3:MOS	2:MOS	3:MOS	4:MOS	4:MOS	3:MOS	4:MOS	4:MOS	4:MOS	3:MOS
EH2_080	SF1_TF2	5:MOS	5:MOS	2:MOS	4:MOS	2:MOS	1:MOS	2:MOS	4:MOS	4:MOS	2:MOS	2:MOS	2:MOS	3:MOS	5:MOS	4:MOS	2:MOS	4:MOS	3:MOS	4:MOS	3:MOS
EH2_050	SF1_TF2	4:MOS	5:MOS	2:MOS	3:MOS	4:MOS	1:MOS	3:MOS	3:MOS	4:MOS	4:MOS	4:MOS	2:MOS	4:MOS	4:MOS	3:MOS	3:MOS	4:MOS	4:MOS	4:MOS	4:MOS
EH2_029	SF1_TF2	5:MOS	4:MOS	1:MOS	4:MOS	3:MOS	1:MOS	2:MOS	3:MOS	3:MOS	3:MOS	3:MOS	1:MOS	3:MOS	4:MOS	3:MOS	2:MOS	4:MOS	3:MOS	3:MOS	3:MOS
EH2_031	SF1_TF2	5:MOS	5:MOS	2:MOS	3:MOS	4:MOS	2:MOS	3:MOS	3:MOS	4:MOS	3:MOS	3:MOS	1:MOS	2:MOS	4:MOS	3:MOS	3:MOS	5:MOS	2:MOS	4:MOS	4:MOS
EH2_026	SF1_TF2	4:MOS	5:MOS	1:MOS	2:MOS	2:MOS	1:MOS	2:MOS	2:MOS	2:MOS	3:MOS	2:MOS	1:MOS	3:MOS	4:MOS	3:MOS	1:MOS	4:MOS	3:MOS	2:MOS	2:MOS
EH2_086	SF1_TF2	2:MOS	5:MOS	1:MOS	3:MOS	3:MOS	1:MOS	1:MOS	3:MOS	3:MOS	2:MOS	2:MOS	1:MOS	3:MOS	3:MOS	3:MOS	2:MOS	4:MOS	2:MOS	1:MOS	3:MOS
EH2_037	SF1_TF2	5:MOS	4:MOS	3:MOS	3:MOS	4:MOS	3:MOS	4:MOS	2:MOS	4:MOS	4:MOS	3:MOS	3:MOS	3:MOS	4:MOS	3:MOS	2:MOS	4:MOS	2:MOS	4:MOS	5:MOS
EH2_053	SF1_TF2	5:MOS	5:MOS	2:MOS	3:MOS	4:MOS	1:MOS	3:MOS	2:MOS	4:MOS	2:MOS	2:MOS	2:MOS	3:MOS	5:MOS	5:MOS	4:MOS	4:MOS	4:MOS	4:MOS	2:MOS
EH2_075	SF1_TF2	4:MOS	5:MOS	1:MOS	3:MOS	4:MOS	2:MOS	3:MOS	3:MOS	4:MOS	4:MOS	4:MOS	3:MOS	4:MOS	4:MOS	4:MOS	2:MOS	4:MOS	2:MOS	5:MOS	4:MOS
EH2_048	SF1_TF2	4:MOS	4:MOS	2:MOS	3:MOS	4:MOS	1:MOS	4:MOS	2:MOS	1:MOS	3:MOS	3:MOS	1:MOS	2:MOS	4:MOS	2:MOS	1:MOS	5:MOS	3:MOS	3:MOS	3:MOS
EH2_021	SF1_TF2	5:MOS	5:MOS	1:MOS	2:MOS	3:MOS	2:MOS	2:MOS	2:MOS	3:MOS	2:MOS	2:MOS	1:MOS	4:MOS	4:MOS	3:MOS	2:MOS	4:MOS	2:MOS	3:MOS	3:MOS
EH2_058	SF1_TF2	5:MOS	5:MOS	1:MOS	3:MOS	3:MOS	1:MOS	2:MOS	3:MOS	3:MOS	2:MOS	2:MOS	1:MOS	4:MOS	4:MOS	2:MOS	1:MOS	4:MOS	2:MOS	3:MOS	2:MOS
EH2_001	SF1_TF2	5:MOS	5:MOS	1:MOS	4:MOS	1:MOS	1:MOS	2:MOS	4:MOS	3:MOS	3:MOS	2:MOS	3:MOS	4:MOS	5:MOS	4:MOS	2:MOS	4:MOS	1:MOS	2:MOS	2:MOS
EH2_063	SF1_TF2	5:MOS	5:MOS	1:MOS	2:MOS	3:MOS	1:MOS	3:MOS	2:MOS	3:MOS	4:MOS	3:MOS	2:MOS	4:MOS	3:MOS	3:MOS	2:MOS	2:MOS	2:MOS	4:MOS	4:MOS
EH2_038	SF1_TF2	5:MOS	5:MOS	2:MOS	4:MOS	3:MOS	1:MOS	3:MOS	3:MOS	5:MOS	3:MOS	3:MOS	1:MOS	5:MOS	5:MOS	4:MOS	2:MOS	5:MOS	5:MOS	4:MOS	4:MOS
EH2_036	SF1_TF2	4:MOS	5:MOS	2:MOS	3:MOS	4:MOS	2:MOS	3:MOS	2:MOS	2:MOS	3:MOS	3:MOS	3:MOS	4:MOS	3:MOS	4:MOS	3:MOS	4:MOS	2:MOS	4:MOS	3:MOS
EH2_030	SF1_TF2	5:MOS	5:MOS	1:MOS	4:MOS	4:MOS	5:MOS	4:MOS	5:MOS	5:MOS	5:MOS	5:MOS	5:MOS	5:MOS	3:MOS	3:MOS	5:MOS	5:MOS	5:MOS	3:MOS	4:MOS
EH2_071	SF1_TF2	4:MOS	5:MOS	4:MOS	3:MOS	3:MOS	3:MOS	2:MOS	3:MOS	3:MOS	3:MOS	3:MOS	3:MOS	3:MOS	4:MOS	3:MOS	3:MOS	3:MOS	2:MOS	4:MOS	3:MOS
EH2_027	SF1_TF2	4:MOS	5:MOS	2:MOS	2:MOS	1:MOS	2:MOS	1:MOS	4:MOS	4:MOS	2:MOS	3:MOS	1:MOS	5:MOS	3:MOS	2:MOS	2:MOS	5:MOS	5:MOS	1:MOS	4:MOS
EH2_054	SF1_TF2	5:MOS	5:MOS	2:MOS	3:MOS	4:MOS	1:MOS	2:MOS	4:MOS	1:MOS	2:MOS	2:MOS	3:MOS	4:MOS	5:MOS	3:MOS	3:MOS	4:MOS	2:MOS	2:MOS	3:MOS
EH2_047	SF1_TF2	4:MOS	5:MOS	2:MOS	3:MOS	2:MOS	2:MOS	2:MOS	2:MOS	2:MOS	4:MOS	3:MOS	1:MOS	4:MOS	3:MOS	4:MOS	2:MOS	4:MOS	2:MOS	3:MOS	3:MOS
EH2_003	SF1_TF2	3:MOS	4:MOS	2:MOS	2:MOS	3:MOS	2:MOS	3:MOS	4:MOS	4:MOS	4:MOS	3:MOS	2:MOS	4:MOS	2:MOS	2:MOS	2:MOS	4:MOS	2:MOS	4:MOS	3:MOS
EH2_022	SF1_TF2	5:MOS	5:MOS	2:MOS	3:MOS	4:MOS	1:MOS	3:MOS	3:MOS	4:MOS	4:MOS	3:MOS	2:MOS	4:MOS	4:MOS	4:MOS	3:MOS	3:MOS	3:MOS	4:MOS	3:MOS
EH2_028	SF1_TF2	4:MOS	5:MOS	2:MOS	4:MOS	3:MOS	1:MOS	3:MOS	3:MOS	3:MOS	4:MOS	4:MOS	1:MOS	4:MOS	3:MOS	4:MOS	4:MOS	3:MOS	4:MOS	2:MOS	4:MOS
EH2_056	SF1_TF2	4:MOS	5:MOS	2:MOS	2:MOS	3:MOS	2:MOS	2:MOS	4:MOS	2:MOS	3:MOS	3:MOS	2:MOS	4:MOS	4:MOS	4:MOS	3:MOS	3:MOS	2:MOS	2:MOS	2:MOS
EH2_035	SF1_TF2	4:MOS	5:MOS	1:MOS	2:MOS	2:MOS	1:MOS	3:MOS	1:MOS	1:MOS	2:MOS	2:MOS	1:MOS	2:MOS	3:MOS	3:MOS	2:MOS	3:MOS	1:MOS	2:MOS	2:MOS
EH2_072	SF1_TF2	5:MOS	5:MOS	1:MOS	3:MOS	3:MOS	1:MOS	2:MOS	2:MOS	1:MOS	2:MOS	3:MOS	1:MOS	3:MOS	3:MOS	3:MOS	2:MOS	5:MOS	4:MOS	5:MOS	4:MOS
EH2_040	SF1_TF2	5:MOS	5:MOS	4:MOS	4:MOS	3:MOS	2:MOS	4:MOS	3:MOS	3:MOS	4:MOS	4:MOS	3:MOS	4:MOS	4:MOS	4:MOS	3:MOS	4:MOS	4:MOS	4:MOS	4:MOS
EH2_039	SF1_TF2	5:MOS	5:MOS	1:MOS	3:MOS	3:MOS	1:MOS	3:MOS	5:MOS	4:MOS	2:MOS	3:MOS	1:MOS	3:MOS	4:MOS	1:MOS	2:MOS	5:MOS	1:MOS	2:MOS	2:MOS
EH2_059	SF1_TF2	5:MOS	5:MOS	1:MOS	2:MOS	4:MOS	1:MOS	2:MOS	2:MOS	2:MOS	4:MOS	5:MOS	2:MOS	4:MOS	4:MOS	3:MOS	3:MOS	5:MOS	3:MOS	2:MOS	4:MOS
EH2_012	SF1_TF2	5:MOS	5:MOS	1:MOS	1:MOS	3:MOS	1:MOS	1:MOS	4:MOS	4:MOS	4:MOS	4:MOS	1:MOS	4:MOS	4:MOS	2:MOS	3:MOS	5:MOS	3:MOS	5:MOS	3:MOS
EH2_024	SF1_TF2	5:MOS	5:MOS	1:MOS	2:MOS	4:MOS	2:MOS	3:MOS	3:MOS	3:MOS	4:MOS	2:MOS	2:MOS	3:MOS	4:MOS	3:MOS	2:MOS	5:MOS	3:MOS	2:MOS	4:MOS
EH2_095	SF1_TF2	4:MOS	5:MOS	1:MOS	3:MOS	3:MOS	1:MOS	1:MOS	1:MOS	2:MOS	1:MOS	2:MOS	1:MOS	2:MOS	3:MOS	2:MOS	1:MOS	4:MOS	1:MOS	2:MOS	2:MOS
EH2_023	SF1_TF2	5:MOS	5:MOS	1:MOS	3:MOS	1:MOS	1:MOS	1:MOS	2:MOS	2:MOS	2:MOS	2:MOS	1:MOS	2:MOS	3:MOS	2:MOS	1:MOS	3:MOS	2:MOS	2:MOS	3:MOS
EH2_069	SF1_TF2	5:MOS	5:MOS	1:MOS	2:MOS	3:MOS	1:MOS	1:MOS	2:MOS	2:MOS	2:MOS	2:MOS	2:MOS	3:MOS	4:MOS	4:MOS	2:MOS	5:MOS	3:MOS	3:MOS	2:MOS
EH2_083	SF1_TF2	5:MOS	5:MOS	2:MOS	2:MOS	3:MOS	1:MOS	2:MOS	3:MOS	2:MOS	2:MOS	4:MOS	1:MOS	3:MOS	4:MOS	3:MOS	1:MOS	5:MOS	4:MOS	3:MOS	4:MOS
EH2_018	SF1_TF2	4:MOS	4:MOS	1:MOS	2:MOS	1:MOS	1:MOS	1:MOS	1:MOS	1:MOS	1:MOS	1:MOS	1:MOS	2:MOS	1:MOS	1:MOS	1:MOS	3:MOS	1:MOS	1:MOS	1:MOS
EH2_025	SF1_TF2	5:MOS	5:MOS	1:MOS	4:MOS	3:MOS	1:MOS	4:MOS	2:MOS	2:MOS	4:MOS	2:MOS	2:MOS	2:MOS	4:MOS	3:MOS	2:MOS	5:MOS	1:MOS	3:MOS	3:MOS
EH2_015	SF1_TF2	5:MOS	4:MOS	1:MOS	4:MOS	2:MOS	1:MOS	3:MOS	3:MOS	4:MOS	3:MOS	3:MOS	2:MOS	4:MOS	4:MOS	4:MOS	4:MOS	4:MOS	4:MOS	3:MOS	4:MOS
EH2_074	SF1_TF2	5:MOS	4:MOS	1:MOS	2:MOS	3:MOS	1:MOS	1:MOS	3:MOS	3:MOS	3:MOS	3:MOS	1:MOS	2:MOS	2:MOS	3:MOS	2:MOS	4:MOS	3:MOS	2:MOS	1:MOS
EH2_041	SF1_TF2	4:MOS	5:MOS	1:MOS	2:MOS	2:MOS	1:MOS	3:MOS	2:MOS	2:MOS	2:MOS	3:MOS	1:MOS	3:MOS	4:MOS	3:MOS	2:MOS	4:MOS	1:MOS	2:MOS	3:MOS
EH2_073	SF1_TF2	4:MOS	4:MOS	1:MOS	2:MOS	2:MOS	1:MOS	2:MOS	3:MOS	1:MOS	1:MOS	2:MOS	1:MOS	1:MOS	3:MOS	1:MOS	1:MOS	4:MOS	1:MOS	2:MOS	1:MOS
EH2_016	SF1_TF2	5:MOS	5:MOS	2:MOS	3:MOS	3:MOS	1:MOS	3:MOS	3:MOS	3:MOS	3:MOS	3:MOS	2:MOS	3:MOS	4:MOS	4:MOS	3:MOS	4:MOS	3:MOS	4:MOS	3:MOS
EH2_057	SF1_TF2	5:MOS	5:MOS	2:MOS	2:MOS	3:MOS	2:MOS	3:MOS	3:MOS	1:MOS	2:MOS	3:MOS	2:MOS	4:MOS	4:MOS	4:MOS	1:MOS	4:MOS	3:MOS	3:MOS	3:MOS
EH2_066	SF1_TF2	5:MOS	5:MOS	1:MOS	4:MOS	3:MOS	2:MOS	2:MOS	3:MOS	2:MOS	4:MOS	4:MOS	3:MOS	4:MOS	5:MOS	4:MOS	1:MOS	3:MOS	3:MOS	3:MOS	4:MOS
EH2_010	SF1_TF2	3:MOS	5:MOS	1:MOS	4:MOS	4:MOS	1:MOS	3:MOS	3:MOS	1:MOS	2:MOS	3:MOS	3:MOS	4:MOS	4:MOS	4:MOS	3:MOS	4:MOS	3:MOS	4:MOS	4:MOS
EH2_020	SF1_TF2	4:MOS	4:MOS	1:MOS	4:MOS	4:MOS	1:MOS	3:MOS	4:MOS	1:MOS	1:MOS	4:MOS	4:MOS	1:MOS	4:MOS	4:MOS	4:MOS	4:MOS	1:MOS	1:MOS	1:MOS
EH2_060	SF1_TF2	5:MOS	5:MOS	1:MOS	4:MOS	2:MOS	1:MOS	1:MOS	3:MOS	3:MOS	3:MOS	3:MOS	1:MOS	4:MOS	5:MOS	4:MOS	2:MOS	5:MOS	2:MOS	3:MOS	3:MOS
EH2_062	SF1_TF2	5:MOS	5:MOS	2:MOS	4:MOS	2:MOS	2:MOS	4:MOS	4:MOS	3:MOS	4:MOS	3:MOS	3:MOS	4:MOS	4:MOS	4:MOS	2:MOS	5:MOS	2:MOS	3:MOS	4:MOS
EH2_067	SF1_TF2	5:MOS	5:MOS	1:MOS	2:MOS	4:MOS	2:MOS	4:MOS	4:MOS	3:MOS	3:MOS	4:MOS	2:MOS	4:MOS	4:MOS	4:MOS	3:MOS	4:MOS	5:MOS	4:MOS	4:MOS
EH2_094	SF1_TF2	5:MOS	5:MOS	2:MOS	3:MOS	3:MOS	2:MOS	3:MOS	1:MOS	3:MOS	2:MOS	2:MOS	3:MOS	3:MOS	4:MOS	4:MOS	2:MOS	5:MOS	1:MOS	3:MOS	5:MOS
EH2_055	SF1_TF2	5:MOS	5:MOS	3:MOS	4:MOS	4:MOS	3:MOS	4:MOS	1:MOS	5:MOS	4:MOS	4:MOS	3:MOS	4:MOS	4:MOS	4:MOS	4:MOS	5:MOS	2:MOS	4:MOS	4:MOS
EH2_070	SF1_TF2	5:MOS	5:MOS	1:MOS	2:MOS	2:MOS	1:MOS	1:MOS	2:MOS	2:MOS	2:MOS	2:MOS	1:MOS	2:MOS	2:MOS	2:MOS	2:MOS	4:MOS	3:MOS	1:MOS	3:MOS
EH2_092	SF1_TF2	4:MOS	4:MOS	1:MOS	2:MOS	2:MOS	1:MOS	2:MOS	2:MOS	3:MOS	4:MOS	2:MOS	2:MOS	3:MOS	3:MOS	3:MOS	2:MOS	3:MOS	4:MOS	4:MOS	2:MOS
EH2_064	SF1_TF2	4:MOS	5:MOS	1:MOS	2:MOS	3:MOS	1:MOS	1:MOS	3:MOS	3:MOS	2:MOS	2:MOS	1:MOS	3:MOS	3:MOS	4:MOS	1:MOS	2:MOS	2:MOS	2:MOS	1:MOS
EH2_088	SF1_TF2	4:MOS	5:MOS	4:MOS	5:MOS	3:MOS	3:MOS	5:MOS	4:MOS	5:MOS	3:MOS	2:MOS	2:MOS	4:MOS	5:MOS	5:MOS	3:MOS	4:MOS	1:MOS	2:MOS	3:MOS
EH2_079	SF1_TF2	5:MOS	5:MOS	1:MOS	3:MOS	1:MOS	2:MOS	2:MOS	3:MOS	2:MOS	2:MOS	2:MOS	1:MOS	2:MOS	2:MOS	3:MOS	1:MOS	4:MOS	4:MOS	2:MOS	3:MOS
EH2_084	SF1_TF2	5:MOS	4:MOS	1:MOS	2:MOS	3:MOS	1:MOS	1:MOS	2:MOS	4:MOS	4:MOS	4:MOS	1:MOS	4:MOS	4:MOS	2:MOS	1:MOS	4:MOS	4:MOS	4:MOS	3:MOS
EH2_077	SF1_TF2	2:MOS	4:MOS	1:MOS	3:MOS	2:MOS	1:MOS	2:MOS	1:MOS	1:MOS	3:MOS	2:MOS	1:MOS	2:MOS	5:MOS	4:MOS	1:MOS	5:MOS	2:MOS	3:MOS	2:MOS
EH2_090	SF1_TF2	4:MOS	5:MOS	3:MOS	4:MOS	2:MOS	2:MOS	1:MOS	3:MOS	2:MOS	2:MOS	4:MOS	3:MOS	4:MOS	4:MOS	3:MOS	3:MOS	2:MOS	2:MOS	4:MOS	2:MOS
EH2_081	SF1_TF2	4:MOS	4:MOS	2:MOS	2:MOS	1:MOS	1:MOS	2:MOS	3:MOS	3:MOS	1:MOS	1:MOS	1:MOS	3:MOS	3:MOS	2:MOS	1:MOS	3:MOS	2:MOS	2:MOS	1:MOS
EH2_076	SF1_TF2	5:MOS	5:MOS	2:MOS	3:MOS	3:MOS	1:MOS	2:MOS	3:MOS	2:MOS	2:MOS	4:MOS	1:MOS	4:MOS	4:MOS	3:MOS	2:MOS	3:MOS	1:MOS	3:MOS	3:MOS
EH2_096	SF1_TF2	5:MOS	5:MOS	2:MOS	3:MOS	3:MOS	2:MOS	4:MOS	3:MOS	4:MOS	3:MOS	2:MOS	2:MOS	4:MOS	5:MOS	5:MOS	1:MOS	4:MOS	3:MOS	4:MOS	5:MOS
EH2_044	SF1_TM1	3:MOS	4:MOS	1:MOS	1:MOS	1:MOS	1:MOS	1:MOS	1:MOS	2:MOS	2:MOS	1:MOS	1:MOS	2:MOS	1:MOS	1:MOS	1:MOS	1:MOS	3:MOS	2:MOS	1:MOS
EH2_009	SF1_TM1	3:MOS	3:MOS	2:MOS	3:MOS	3:MOS	1:MOS	2:MOS	3:MOS	3:MOS	2:MOS	2:MOS	1:MOS	3:MOS	2:MOS	1:MOS	3:MOS	3:MOS	3:MOS	2:MOS	2:MOS
EH2_043	SF1_TM1	5:MOS	5:MOS	1:MOS	3:MOS	2:MOS	1:MOS	1:MOS	1:MOS	1:MOS	4:MOS	2:MOS	1:MOS	3:MOS	4:MOS	3:MOS	2:MOS	5:MOS	4:MOS	2:MOS	2:MOS
EH2_085	SF1_TM1	5:MOS	5:MOS	1:MOS	2:MOS	3:MOS	1:MOS	2:MOS	4:MOS	2:MOS	4:MOS	4:MOS	1:MOS	3:MOS	4:MOS	2:MOS	3:MOS	4:MOS	4:MOS	3:MOS	2:MOS
EH2_099	SF1_TM1	5:MOS	4:MOS	1:MOS	4:MOS	4:MOS	1:MOS	2:MOS	1:MOS	2:MOS	4:MOS	1:MOS	1:MOS	4:MOS	4:MOS	2:MOS	5:MOS	2:MOS	5:MOS	4:MOS	1:MOS
EH2_046	SF1_TM1	5:MOS	5:MOS	1:MOS	2:MOS	2:MOS	1:MOS	3:MOS	1:MOS	1:MOS	4:MOS	1:MOS	1:MOS	3:MOS	4:MOS	3:MOS	3:MOS	5:MOS	2:MOS	2:MOS	1:MOS
EH2_078	SF1_TM1	3:MOS	5:MOS	1:MOS	3:MOS	3:MOS	1:MOS	1:MOS	2:MOS	4:MOS	2:MOS	2:MOS	1:MOS	2:MOS	5:MOS	2:MOS	3:MOS	3:MOS	3:MOS	3:MOS	2:MOS
EH2_034	SF1_TM1	5:MOS	4:MOS	1:MOS	3:MOS	3:MOS	1:MOS	1:MOS	2:MOS	2:MOS	3:MOS	1:MOS	1:MOS	2:MOS	3:MOS	3:MOS	2:MOS	1:MOS	3:MOS	3:MOS	2:MOS
EH2_093	SF1_TM1	5:MOS	5:MOS	1:MOS	3:MOS	4:MOS	1:MOS	1:MOS	3:MOS	1:MOS	2:MOS	2:MOS	1:MOS	3:MOS	3:MOS	2:MOS	2:MOS	3:MOS	2:MOS	2:MOS	1:MOS
EH2_008	SF1_TM1	5:MOS	5:MOS	1:MOS	3:MOS	3:MOS	1:MOS	2:MOS	2:MOS	3:MOS	4:MOS	1:MOS	1:MOS	2:MOS	4:MOS	2:MOS	2:MOS	3:MOS	2:MOS	1:MOS	1:MOS
EH2_032	SF1_TM1	4:MOS	5:MOS	1:MOS	2:MOS	1:MOS	1:MOS	3:MOS	2:MOS	2:MOS	2:MOS	2:MOS	1:MOS	4:MOS	3:MOS	3:MOS	1:MOS	2:MOS	1:MOS	2:MOS	1:MOS
EH2_091	SF1_TM1	5:MOS	4:MOS	1:MOS	3:MOS	1:MOS	1:MOS	1:MOS	2:MOS	2:MOS	3:MOS	2:MOS	1:MOS	3:MOS	3:MOS	3:MOS	1:MOS	2:MOS	3:MOS	2:MOS	1:MOS
EH2_019	SF1_TM1	5:MOS	5:MOS	1:MOS	2:MOS	4:MOS	1:MOS	2:MOS	2:MOS	2:MOS	2:MOS	1:MOS	1:MOS	4:MOS	3:MOS	2:MOS	2:MOS	2:MOS	4:MOS	3:MOS	2:MOS
EH2_052	SF1_TM1	5:MOS	5:MOS	2:MOS	4:MOS	3:MOS	2:MOS	2:MOS	2:MOS	3:MOS	2:MOS	1:MOS	2:MOS	4:MOS	4:MOS	3:MOS	2:MOS	4:MOS	4:MOS	3:MOS	2:MOS
EH2_097	SF1_TM1	4:MOS	4:MOS	1:MOS	3:MOS	3:MOS	1:MOS	2:MOS	2:MOS	3:MOS	3:MOS	2:MOS	1:MOS	3:MOS	4:MOS	2:MOS	3:MOS	3:MOS	3:MOS	3:MOS	3:MOS
EH2_051	SF1_TM1	4:MOS	5:MOS	1:MOS	2:MOS	4:MOS	1:MOS	3:MOS	3:MOS	3:MOS	2:MOS	1:MOS	1:MOS	3:MOS	4:MOS	2:MOS	4:MOS	2:MOS	3:MOS	3:MOS	2:MOS
EH2_002	SF1_TM1	5:MOS	5:MOS	1:MOS	2:MOS	2:MOS	1:MOS	1:MOS	3:MOS	2:MOS	2:MOS	1:MOS	1:MOS	3:MOS	4:MOS	2:MOS	1:MOS	3:MOS	4:MOS	3:MOS	1:MOS
EH2_004	SF1_TM1	3:MOS	5:MOS	1:MOS	3:MOS	4:MOS	1:MOS	2:MOS	2:MOS	2:MOS	3:MOS	2:MOS	1:MOS	3:MOS	3:MOS	2:MOS	2:MOS	5:MOS	3:MOS	3:MOS	1:MOS
EH2_100	SF1_TM1	5:MOS	5:MOS	1:MOS	4:MOS	5:MOS	1:MOS	1:MOS	2:MOS	2:MOS	2:MOS	1:MOS	2:MOS	3:MOS	4:MOS	2:MOS	1:MOS	4:MOS	4:MOS	3:MOS	2:MOS
EH2_082	SF1_TM1	5:MOS	5:MOS	1:MOS	2:MOS	4:MOS	1:MOS	2:MOS	4:MOS	4:MOS	4:MOS	2:MOS	1:MOS	5:MOS	4:MOS	3:MOS	2:MOS	4:MOS	2:MOS	4:MOS	3:MOS
EH2_006	SF1_TM1	5:MOS	5:MOS	3:MOS	3:MOS	4:MOS	2:MOS	2:MOS	3:MOS	3:MOS	2:MOS	4:MOS	3:MOS	3:MOS	4:MOS	3:MOS	2:MOS	4:MOS	3:MOS	3:MOS	3:MOS
EH2_042	SF1_TM1	5:MOS	4:MOS	1:MOS	2:MOS	2:MOS	1:MOS	2:MOS	3:MOS	4:MOS	3:MOS	1:MOS	3:MOS	4:MOS	4:MOS	3:MOS	1:MOS	4:MOS	3:MOS	3:MOS	3:MOS
EH2_017	SF1_TM1	4:MOS	5:MOS	1:MOS	2:MOS	3:MOS	1:MOS	3:MOS	1:MOS	3:MOS	4:MOS	1:MOS	1:MOS	3:MOS	4:MOS	4:MOS	2:MOS	3:MOS	2:MOS	3:MOS	3:MOS
EH2_014	SF1_TM1	4:MOS	4:MOS	1:MOS	3:MOS	2:MOS	1:MOS	2:MOS	2:MOS	2:MOS	3:MOS	1:MOS	1:MOS	3:MOS	4:MOS	3:MOS	2:MOS	2:MOS	4:MOS	2:MOS	2:MOS
EH2_049	SF1_TM1	3:MOS	4:MOS	1:MOS	2:MOS	1:MOS	1:MOS	1:MOS	1:MOS	1:MOS	3:MOS	2:MOS	1:MOS	3:MOS	2:MOS	1:MOS	1:MOS	3:MOS	2:MOS	2:MOS	1:MOS
EH2_007	SF1_TM1	5:MOS	5:MOS	1:MOS	2:MOS	2:MOS	1:MOS	2:MOS	2:MOS	2:MOS	2:MOS	3:MOS	1:MOS	3:MOS	3:MOS	1:MOS	2:MOS	3:MOS	4:MOS	2:MOS	2:MOS
EH2_068	SF1_TM1	5:MOS	5:MOS	2:MOS	3:MOS	3:MOS	1:MOS	2:MOS	3:MOS	3:MOS	2:MOS	2:MOS	1:MOS	5:MOS	3:MOS	4:MOS	3:MOS	3:MOS	4:MOS	3:MOS	2:MOS
